Timestamp,Email address,dummy name,Age,Gender,Category,Parental Education,Hometown Area,Family annual income,Guidance from family,Family member in same field,Percentage in 10th,Percentage in 12th ,Medium studied in?,CPI in graduation,Course,College type,Attendance in class,Living arrangement ,Participation in class,Homework submission,Preparation level,Study hours,Educational Technology,Internet Usage,Weekend plans,Study technique,Study environment,Learning style,Study Group Size,Sleeping time,Extracurricular Activities,Your class buddy friend,Relationship Status in last sem,Last Sem CPI
01/08/2024 21:51:45,,Kajal,19-25,Male,General,Tertiary (graduation or above),Rural,above 10 lakh,no,Yes,80-90%,Above 90%,Hindi,5.56,M.sc.,IIT,70%,Hostel room,frequently (almost daily ),2 or more days before due date,100% (class notes + assignments + book's que),3-5 hours,No,2-4 hours,Going out side with friends,revising the whole notes without short notes,home (self),from Professor in the class,2,1am,yes,almost same as you in study,Single,10.0
16/08/2024 21:48:11,,Kanika,19-25,Female,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,Above 90%,80-90%,Hindi,5.17,M.sc.,Regional and private collages,90%,Hostel room,never,2 or more days before due date,10% (nothing much),5+,Yes,5+,Netflix and Chill,revising the whole notes without short notes,library (self),from youtube or some online platforms,3,2 am,yes,almost same as you in study,Healthy Relationship,10.0
01/08/2024 12:51:26,,Tadaaaaa,19-25,Male,OBC,Tertiary (graduation or above),Semi-Urban,above 10 lakh,yes,Yes,Above 90%,60-70%,Hindi,5.0,B.tech,IIT,90%,Home,once in a while,2 or more days before due date,80% (Class notes + assignments),3-5 hours,No,2-4 hours,almost sleeping all day,summarizing and making short notes,library (group study),reading from books,2,2 am,no,better than you in study,Single,10.0
19/08/2024 20:45:50,,Priya,above 25,Female,St/Sc,Tertiary (graduation or above),Urban,5 - 10 lakh,yes,No,80-90%,Above 90%,English,5.37,M.sc.,IIT,90%,Hostel room,once in a while,missed some homeworks didn't complete,10% (nothing much),2 hours or less,Yes,5+,almost sleeping all day,revising the whole notes without short notes,home (group study),from Professor in the class,2,2 am,yes,almost same as you in study,Single,4.284
16/08/2024 23:15:25,,Kanika,19-25,Female,St/Sc,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,no,No,80-90%,60-70%,"Regional languages (like Bangla, Oriya etc)",5.0,B.sc.,"Reputed University (like BHU, DU etc)",80%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,100% (class notes + assignments + book's que),3-5 hours,No,1-2 hours,Going out side with friends,summarizing and making short notes,home (self),reading from books,3,1am,no,almost same as you in study,Healthy Relationship,4.642
02/08/2024 00:31:24,,Rajkumar ,19-25,Female,St/Sc,Tertiary (graduation or above),Rural,above 10 lakh,no,Yes,Above 90%,70-80%,English,5.0,B.tech,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),3-5 hours,No,2-4 hours,almost sleeping all day,summarizing and making short notes,home (self),from friends after the class,3,12am or before,no,better than you in study,Single,10.0
02/08/2024 13:43:10,,I Sai Ravi Teja,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,no,No,Above 90%,80-90%,Hindi,5.0,M.sc.,IIT,70%,Home,once in a while,on the due date (night before),50% (assignments  or class notes only),5+,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,library (self),from youtube or some online platforms,2,2 am,yes,almost same as you in study,Toxic Relationship,10.0
02/08/2024 09:11:21,,Priya,19-25,Female,St/Sc,Tertiary (graduation or above),Semi-Urban,5 - 10 lakh,no,No,80-90%,60-70%,Hindi,9.73,M.tech,IIT,80%,Hostel room,once in a while,2 or more days before due date,100% (class notes + assignments + book's que),3-5 hours,Yes,1-2 hours,revising the week's study material,revising the whole notes without short notes,library (group study),from Professor in the class,2,12am or before,yes,almost same as you in study,Toxic Relationship,10.0
16/08/2024 23:07:29,,Harshita verma ,19-25,Female,St/Sc,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,yes,No,80-90%,80-90%,English,5.52,M.sc.,IIT,80%,Hostel room,frequently (almost daily ),on the due date (night before),10% (nothing much),2 hours or less,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,library (self),from Professor in the class,3,1am,yes,better than you in study,Single,6.074
01/08/2024 17:37:47,,Ankush,19-25,Female,St/Sc,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,no,No,Above 90%,80-90%,English,6.44,B.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),2 or more days before due date,10% (nothing much),2 hours or less,No,2-4 hours,revising the week's study material,revising the whole notes without short notes,library (self),from youtube or some online platforms,2,12am or before,yes,almost same as you in study,Single,10.0
17/08/2024 20:24:39,,Gurchetan,19-25,Female,General,Tertiary (graduation or above),Rural,1 - 2.5 lakh,no,No,80-90%,80-90%,English,9.73,M.sc.,IIT,70%,Hostel room,once in a while,missed some homeworks didn't complete,100% (class notes + assignments + book's que),2 hours or less,Yes,5+,almost sleeping all day,revising the whole notes without short notes,home (self),from Professor in the class,Alone (don't study in group),3 am or later,no,almost same as you in study,Healthy Relationship,10.0
01/08/2024 13:55:08,,SM,19-25,Female,St/Sc,Tertiary (graduation or above),Rural,Below 1 lakh,no,No,Above 90%,80-90%,English,5.04,M.sc.,IIT,90%,Hostel room,once in a while,2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,Going out side with friends,practice by writting,home (self),reading from books,4,12am or before,yes,almost same as you in study,Single,4.416
01/08/2024 21:53:15,,Preet maur ,19-25,Male,General,Primary (1-8),Semi-Urban,5 - 10 lakh,no,No,60-70%,Above 90%,English,9.24,Masters in Journalism ,Regional and private collages,80%,PG room,frequently (almost daily ),2 or more days before due date,10% (nothing much),3-5 hours,Yes,1-2 hours,Netflix and Chill,revising the whole notes without short notes,home (self),from youtube or some online platforms,Alone (don't study in group),12am or before,yes,almost same as you in study,Single,6.696
03/08/2024 17:18:55,,Shivangi,19-25,Male,St/Sc,Tertiary (graduation or above),Rural,1 - 2.5 lakh,no,Yes,Above 90%,Above 90%,English,7.52,B.tech,Regional and private collages,didn't attended classes properly,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,Going out side with friends,practice by writting,library (self),from youtube or some online platforms,4,12am or before,yes,almost same as you in study,Single,5.922
01/08/2024 12:58:55,,Raman,19-25,Male,OBC,Tertiary (graduation or above),Urban,1 - 2.5 lakh,no,Yes,80-90%,70-80%,Hindi,5.0,M.sc.,Regional and private collages,80%,Hostel room,once in a while,missed some homeworks didn't complete,80% (Class notes + assignments),5+,No,2-4 hours,almost sleeping all day,practice by writting,home (self),from friends after the class,Alone (don't study in group),2 am,yes,better than you in study,Healthy Relationship,4.414
04/08/2024 16:57:09,,Thomas A.edison,19-25,Male,General,Tertiary (graduation or above),Rural,Below 1 lakh,yes,Yes,Above 90%,80-90%,English,9.73,BA,Regional and private collages,70%,Hostel room,once in a while,2 or more days before due date,80% (Class notes + assignments),2 hours or less,No,5+,Going out side with friends,revising the whole notes without short notes,home (self),from youtube or some online platforms,2,12am or before,yes,almost same as you in study,Single,10.0
01/08/2024 23:11:49,,Rajkumar ,19-25,Male,OBC,Tertiary (graduation or above),Urban,2.5 - 5 lakh,yes,No,70-80%,70-80%,English,9.73,M.sc.,IIT,80%,Home,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,almost sleeping all day,summarizing and making short notes,home (self),reading from books,2,1am,no,almost same as you in study,Healthy Relationship,10.0
03/08/2024 18:54:16,,Akash,19-25,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,yes,Yes,80-90%,80-90%,Hindi,8.48,B.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,No,2-4 hours,almost sleeping all day,practice by writting,library (self),from youtube or some online platforms,4,12am or before,no,better than you in study,Single,10.0
10/08/2024 20:04:27,,Anonymous ,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,1 - 2.5 lakh,no,No,Above 90%,60-70%,Hindi,5.0,Ett,Regional and private collages,90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,50% (assignments  or class notes only),2 hours or less,Yes,2-4 hours,Going out side with friends,practice by writting,home (group study),reading from books,3,1am,yes,almost same as you in study,Healthy Relationship,10.0
03/08/2024 20:40:01,,Gurpreet Kamboj,19-25,Male,General,Tertiary (graduation or above),Rural,Below 1 lakh,no,Yes,Above 90%,80-90%,Hindi,5.0,M.sc.,Regional and private collages,80%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),3-5 hours,Yes,2-4 hours,Netflix and Chill,practice by writting,library (self),from friends after the class,4,12am or before,yes,almost same as you in study,Single,10.0
03/08/2024 20:03:18,,Potato starch,19-25,Male,General,Tertiary (graduation or above),Rural,Below 1 lakh,no,No,70-80%,Above 90%,English,5.22,M.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,almost sleeping all day,practice by writting,home (self),reading from books,2,12am or before,yes,almost same as you in study,Single,6.09
17/08/2024 07:08:26,,Priya,19-25,Male,General,Secondary (9-12),Rural,1 - 2.5 lakh,no,No,80-90%,70-80%,English,6.92,D.el.ed,Regional and private collages,90%,Home,frequently (almost daily ),missed some homeworks didn't complete,100% (class notes + assignments + book's que),2 hours or less,Yes,5+,revising the week's study material,practice by writting,home (group study),from friends after the class,2,2 am,yes,better than you in study,Single,10.0
01/08/2024 21:51:45,,Deeksha,19-25,Male,General,Primary (1-8),Urban,1 - 2.5 lakh,no,No,70-80%,80-90%,English,5.08,M.sc.,IIT,80%,Hostel room,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),2 hours or less,No,1-2 hours,Going out side with friends,revising the whole notes without short notes,home (self),from Professor in the class,2,12am or before,no,almost same as you in study,Healthy Relationship,4.0
03/08/2024 17:12:11,,Anu,19-25,Male,General,Tertiary (graduation or above),Rural,above 10 lakh,no,No,80-90%,70-80%,English,5.16,B.tech,"Reputed University (like BHU, DU etc)",80%,Hostel room,once in a while,missed some homeworks didn't complete,100% (class notes + assignments + book's que),2 hours or less,No,1-2 hours,Netflix and Chill,revising the whole notes without short notes,library (group study),from youtube or some online platforms,3,2 am,no,almost same as you in study,Single,10.0
17/08/2024 10:52:52,,Shruti ,19-25,Female,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,60-70%,Above 90%,English,8.42,M.sc.,Regional and private collages,80%,PG room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),2 hours or less,Yes,1-2 hours,almost sleeping all day,practice by writting,home (self),from friends after the class,2,1am,yes,better than you in study,Healthy Relationship,5.617
01/08/2024 16:23:34,,Gita,above 25,Male,St/Sc,Tertiary (graduation or above),Semi-Urban,above 10 lakh,yes,No,80-90%,80-90%,English,6.65,Law,Regional and private collages,80%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,revising the week's study material,practice by writting,home (self),reading from books,2,2 am,yes,almost same as you in study,Single,9.998
03/08/2024 18:54:16,,Thomas A.edison,19-25,Female,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,80-90%,80-90%,Hindi,5.29,M.sc.,IIT,70%,Hostel room,once in a while,2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,1-2 hours,almost sleeping all day,summarizing and making short notes,home (group study),from Professor in the class,3,2 am,yes,almost same as you in study,Single,10.0
02/08/2024 08:13:32,,Harshita verma ,above 25,Female,St/Sc,Tertiary (graduation or above),Urban,Below 1 lakh,yes,No,Above 90%,60-70%,English,5.0,M.sc.,Regional and private collages,70%,Hostel room,once in a while,missed some homeworks didn't complete,80% (Class notes + assignments),3-5 hours,No,2-4 hours,Going out side with friends,practice by writting,home (self),from youtube or some online platforms,Alone (don't study in group),12am or before,yes,almost same as you in study,Single,4.338
16/08/2024 21:52:29,,Deeksha,19-25,Female,General,Tertiary (graduation or above),Rural,Below 1 lakh,no,No,Above 90%,80-90%,"Regional languages (like Bangla, Oriya etc)",5.0,M.A,IIT,70%,Hostel room,frequently (almost daily ),on the due date (night before),100% (class notes + assignments + book's que),2 hours or less,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,home (self),from youtube or some online platforms,2,12am or before,yes,almost same as you in study,Healthy Relationship,5.017
01/08/2024 21:55:48,,Amrit Jain,19-25,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,yes,Yes,80-90%,80-90%,Hindi,5.04,M.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),3-5 hours,No,2-4 hours,Netflix and Chill,summarizing and making short notes,home (self),from Professor in the class,4,2 am,no,almost same as you in study,Healthy Relationship,7.571
17/08/2024 10:52:52,,Saurabh Sahu,19-25,Male,General,Tertiary (graduation or above),Rural,1 - 2.5 lakh,no,No,Above 90%,80-90%,Hindi,5.0,M.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),3-5 hours,No,2-4 hours,Going out side with friends,revising the whole notes without short notes,home (self),from Professor in the class,2,1am,yes,better than you in study,Toxic Relationship,10.0
01/08/2024 16:23:34,,Anonymous ,19-25,Male,General,Tertiary (graduation or above),Semi-Urban,above 10 lakh,no,Yes,80-90%,Above 90%,English,9.73,B.sc.,Regional and private collages,90%,Home,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),5+,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,home (self),reading from books,2,12am or before,yes,better than you in study,Single,10.0
